       168	1403-03-13 02:28:21	70	0	15	0
    971096	1403-03-13 06:00:25	70	0	1	0
       166	1403-03-13 06:19:10	70	0	15	0
    993135	1403-03-13 06:24:37	70	0	15	0
  14020286	1403-03-13 06:25:00	70	0	15	0
       146	1403-03-13 06:25:07	70	0	15	0
       113	1403-03-13 06:25:18	70	0	1	0
       223	1403-03-13 06:25:24	70	0	15	0
       159	1403-03-13 06:25:33	70	0	15	0
       201	1403-03-13 06:26:47	70	0	1	0
       192	1403-03-13 06:26:57	70	0	1	0
       142	1403-03-13 06:27:34	70	0	1	0
       161	1403-03-13 06:27:45	70	0	15	0
       195	1403-03-13 06:27:50	70	0	1	0
       129	1403-03-13 06:27:56	70	0	15	0
       203	1403-03-13 06:28:02	70	0	1	0
       212	1403-03-13 06:28:06	70	0	15	0
       209	1403-03-13 06:28:13	70	0	15	0
       169	1403-03-13 06:28:20	70	0	15	0
       147	1403-03-13 06:28:26	70	0	1	0
       221	1403-03-13 06:29:41	70	0	15	0
       219	1403-03-13 06:29:47	70	0	15	0
       167	1403-03-13 06:30:45	70	0	1	0
       226	1403-03-13 06:30:51	70	0	1	0
       204	1403-03-13 06:30:56	70	0	15	0
       163	1403-03-13 06:31:03	70	0	1	0
       160	1403-03-13 06:31:07	70	0	1	0
       174	1403-03-13 06:31:13	70	0	15	0
       176	1403-03-13 06:31:18	70	0	1	0
       227	1403-03-13 06:31:24	70	0	15	0
    993002	1403-03-13 06:31:32	70	0	1	0
       123	1403-03-13 06:31:56	70	0	15	0
       150	1403-03-13 06:32:38	70	0	1	0
       197	1403-03-13 06:33:09	70	0	1	0
       175	1403-03-13 06:35:04	70	0	1	0
       144	1403-03-13 06:35:13	70	0	1	0
       202	1403-03-13 06:37:17	70	0	1	0
       218	1403-03-13 06:37:22	70	0	1	0
       191	1403-03-13 06:37:36	70	0	1	0
       216	1403-03-13 06:38:02	70	0	15	0
       148	1403-03-13 06:40:21	70	0	1	0
       149	1403-03-13 06:40:28	70	0	15	0
    993134	1403-03-13 06:40:37	70	0	1	0
       121	1403-03-13 06:40:55	70	0	1	0
       114	1403-03-13 06:41:01	70	0	15	0
       127	1403-03-13 06:41:07	70	0	15	0
       228	1403-03-13 06:41:13	70	0	15	0
       133	1403-03-13 06:41:19	70	0	1	0
       225	1403-03-13 06:41:26	70	0	15	0
       181	1403-03-13 06:41:32	70	0	15	0
       182	1403-03-13 06:41:39	70	0	15	0
       151	1403-03-13 06:41:45	70	0	1	0
    961090	1403-03-13 06:41:49	70	0	1	0
       184	1403-03-13 06:41:54	70	0	1	0
       207	1403-03-13 06:41:58	70	0	15	0
       126	1403-03-13 06:42:05	70	0	1	0
       110	1403-03-13 06:42:12	70	0	15	0
       165	1403-03-13 06:42:19	70	0	1	0
       190	1403-03-13 06:42:24	70	0	15	0
       125	1403-03-13 06:42:31	70	0	15	0
       229	1403-03-13 06:42:36	70	0	15	0
       158	1403-03-13 06:42:45	70	0	15	0
       180	1403-03-13 06:44:15	70	0	1	0
       112	1403-03-13 06:44:23	70	0	1	0
  14006374	1403-03-13 06:45:40	70	0	1	0
       214	1403-03-13 06:47:33	70	0	1	0
    981032	1403-03-13 06:56:44	70	0	1	0
       135	1403-03-13 07:00:23	70	0	15	0
       117	1403-03-13 07:02:46	70	0	1	0
    971098	1403-03-13 07:03:03	70	0	1	0
       170	1403-03-13 07:04:28	70	0	15	0
    961125	1403-03-13 07:05:32	70	0	15	0
  14001026	1403-03-13 07:07:36	70	0	1	0
    971099	1403-03-13 07:07:39	70	0	1	0
       116	1403-03-13 07:07:43	70	0	1	0
       188	1403-03-13 07:18:41	70	0	15	0
    981033	1403-03-13 07:19:25	70	0	1	0
       196	1403-03-13 07:20:13	70	0	15	0
